뉴스 제목	댓글 내용	타입
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	21세기 3대세습 지구상 유일한 국가세습 끝나기전에는  이무것도 믿지마라	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	ㅋㅋ 진짜 문재인은 문재인이다. 이 사람은 정말 상황에 안 맞게 비현실적이고 쓸데없이 고집만 부리기로는 세계 최고임. 북한의 입장에서도, 저 인간 정말 비현실적인 헛소리만 되풀이하는 몽상가라고 생각할 듯. 그런 사람이랑 평화니 뭐니 계속해서 쇼 했던 게 김정은 김여정 등 북한 수뇌부도 기가 막힐 듯. 뭔가 정신세계가 남달라.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	평화를 굴종과 돈을 바쳐서 얻을 수 있다고 생각하는 당신이 북한 김정은 보다 더 꼴보기 싫다	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	멍청해도 이보다 멍청할 수가 없네. 20대 남자인데 민주당 왜 뽑아준거임? 대체 왜??? 경제? 평화? 뭐 인성이라도 보셨나? 겉과 속이 다른 파랭이들 대체 왜 뽑아주는거? 물론 파랭이라고 인물이 없는건 아니겠지만 아직도 달보고 좋다고 하는 사람들 순진한거임? 멍청한거임? 지금 선거조작 증거 넘쳐나는데 제대로 된 해명없어 뉴스에도 안나와 많은 중대사 중에서 세월호만 줫나게 이슈화시켜 물론 안타까운 사건이지만 나라를 지키다 돌아가신 군인들이 우선이고 대접받아야지 오로지 자기 정권에 유리한 것만 이슈화시켜 불리하면 보지도않아 300ㅅ댕	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	대중이 무현이 재인이 3대를 당하고도 정신 못차리면 그건 인간이 아닌거다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	등신이 따로 없네~~~~	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	아무래도 정신감정이  필요해  뇌 속에 북한칩이 너무 강하게 박혀있어	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	우리는 문가의 대화를 통한 평화통일 정책을 근본적으로 부정하는 것이 아니다. 하지만, 오늘에 나타난 문가의 평화통일 노력의 결과를 한번 보라. 이러한 현실임에도 무작정 문가가 잘했다고 박수를 쳐 줄수는 없는 일 아닌가? 우파든 좌파든 냉정한 사고와 시각으로 현실을 냉정히 직시해야 한다. 북괴의 노림수는 무엇인가? 결론적으로는 한없이 유해터진 문가의 성격을 교묘히 역 이용하여, 북괴독재정권 영구집권 야욕을 실현하고자 한다는 것 바로 그것 아니겠는가. 지금도 늦지 않았다. 문가는 깨끗이 중공몽&북괴몽 철폐하고 현실을 직시하길 바란다.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	민주당 찍은 새끼들 색출해서 대북 지원으로 인한 분담금 청구하고 북으로 보내버려야 함	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	김대중땐 해볼만했고 노무현땐 의심만 전정권의 의지때문에 두번더 해봤다 치지만 20년이 흐르고 핵개발만 6차실험 했고 전혀 의지도 없는 북한상대로 헛발질만 해대는거면 정말 대가리가 깨졌다고 말할 수밖에 없다	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	"북한은 우리의 주적인가요?" 라고 물어보면, '북한은 우리의 주인입니다' 라고 생각할 인간	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	와 이놈 이정도면 이제진짜 치매걸린거아니냐 ㅋㅋㅋㅋㅋㅋ	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	정말 징글징글하다. 절이 싫으면 중이 떠나라니 내가 이민가는 수 밖에 없지 뭐.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	뭐가 그래 아쉬워서 김여정 한마디에 쩔쩔 메는지  문통을 이해 할 수 없네. 차라리 김정은, 김여정 애숭이들을 더 이상 파트너로 보지 말고 우리도 마이웨이해서 힘이면 힘으로 맞 대응을 해야지. 참 한심스러운 대통령이네여.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	니들 정권이 다 죽어가는 북괴독재체제를 살려놓지만 않았어도...북핵위기도 없고~한반도 평화가 더 빨리 왔을거다.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	"돈 갖다 바칠 방안 어떻게던 찾아 볼테니 화 풀라"는 말을 참 길게도 한다.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	옥류관 주방장 한테 욕이나  먹고 아휴  쪽팔려...	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	탄핵 시켜라	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	이댓글에 왜이렇게간첩같은인간들 수두룩하냐 그렇게좋으면 니들이북한가라~~토착왜구어쩌구지럴말고	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	제발 니고향 북한으로 꺼져주세요 제발부탁해요	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	삶 은 소 대 가 리 국 밥 먹 으 러 가 야 지	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	진짜 정신병자 같다 진심	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	답 없는 인간 말종	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	일본은 쥐잡듯이 잡고 북한양아치들 앞에선 한없이 공자시네 ㅉㅉ	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	내 살다살다 저런 개빈신은 첨본다~ 문재앙 시바~	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	정은이 디졌단다 지금 발악중	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	그런다고 그들이 평화를 줄까요?	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	냉면한그릇 얻어먹고 욕을 쳐먹냐!!! 만들어 놓은 육수에 삶은 면만 넣으면 끝나는 것도 요리랍시고 요리사란 명찰단놈한테 대통령이 욕쳐먹고 국민망신만 시킨 주제에 그게 할 소리냐!!!!	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	인권에 대해서 제대로 알지도 못하는 게 자칭 인권 변호사랍시고  나댄 거 같다🤬국민을 상대로 고소하고 그런다며~? 역대급 국민을 상대로 고소하는 대통령은 처음본다 ㅎㄷㄷ 김정은 살인마와는 포옹하고 냉면 처먹으면서....지 욕하면 고소하는 인간을 대통령으로 생각해야 할까..?	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	그냥 우리나라 대통령 때려치고 북한가서 사세요~ 6.25때 어떻게 지켜낸 나라인데 당신이 우리나라를 북한에 같다 받칠라고하나요?	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	여기서 팩트는 햇볕정책이든 강대강이든 북한은 지난 수십년간 우리한테 얻고자하는걸 얻으려고 여태까지 완화할것처럼해서 받아내고는 다시 등돌려왔고 그 끝은 결국 ICBM 개발성공이라는거. 이제 실전배치 소형화만 남았는데 차라리 지금처럼 잘지내보자 비핵화하면 해주겠다 말로 꼬시고 제재 지키면서 비핵화 전까지 아무것도 해주면 안됨. 쟤들이 이렇게 나오는게 그 증거임. 저 새ㄲ들은 비핵화 눈꼽만큼도 생각 없음. 그리고 도발하면 최소 10배로 갚아줘버려라. 연평해전, 천안함에서 하늘로 간 장병들한테 보여줘야지	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	북한이 적이 아닌적도 없엇고 위협적인 행동을 중지한적도 없엇다 햇볕이니 대북지원이니 죄다 무기개발에 들어간거 맞고 이제 돈 달라고 떼쓰는건데 들어주는것도 지겹다	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	종북 빠알갱이 어떤 쌔끼의  음흉한 계획  일단 종전 선언  =====> 평화선언 =====> 유엔사철수 ====>  주한미군철수 ======> 연방제 통일 ======> 김정은 어버이 수령 ======> 2천만 인종청소  ======> 반대자들 강제이주 ======> 강제노역  . 강냉이죽 , 아오지탄광 =======> 전국민의 거지화 ======> 전국민의 노예화	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	쩝쩝거리면서 게걸스럽게 냉면 쳐먹다가 주방장에게 욕이나 얻어 쳐먹고 이게 뭐하는 짓이여..? 네놈들이 말하는 종전선언은 평화를 위한 것이 아니라 항복하자는 말이 아닌가..? 진짜 삶은 소대가리도 웃을 놈들이다.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	● 정말 .. 문재앙 총살 하는사람은 .. 반만년역사의 영웅 이다 ~ ㅋㅋㅋㅋ	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	8천만? 난 거기서 빼줘~너희들끼리 해~	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	겨레라는 새끼들이 선전포고도 없이 기습 남침을 하냐 씨밸 재앙아	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	평화는 말로서 되는게 아니라 우월한힘과 현대는 자유주의를 수호하기위한 자유시민의단합에 의해 나오는거다 송나라시대 송황제가 거란 여진과 회담으로 평화가 온게 아니고 히틀러와 영국 프랑스간 말로 달랬다고 제2차세계대전이 안 일어난게 아니다 김정은과 북괴군부는 핵포기하는 순간자멸인데 독재자가 자기죽는길 택하지 않는다 평화는 굴종하는순간 송처럼 망한다. 미국이 말로 대화로 평화를 유지하는게 아니고 힘과 무력 그리고 자유시장질서를 지키기위한 자유의지에 의한 경제력과 자신감 때문이다. 중공북괴사대이유는 평화때문이 아니라 좌익이념에 대한 동질성	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	못참겠다는게 이런 답이였니? 등 돌린건 이미 북한이고 등만 보여온것도 북한인데 고귀한 혈세에 대통령으로서 써야하는시간에 그런데 정신팔라고 혈세로 봉급 받아먹는게아니지않나? 뭘 더 퍼주고 얼마나 맞춰주려고? 한민족이지만 총과 칼 그리고 목숨을 노리고있는 아직도 그러는 북한에게 그저 피같은 혈세에 시간에 뭘 얻어낼래? 그리고 피해는? 그건 보상하면 되니까? 그건가? 대통령으로서 자국민의 보호가 먼저다 평화 외치는것도 자국민 챙기고 외쳐야하지 이런게 독재야 ㅠㅠ 뜻을 위해 작은것들은 무참히 무시하는.... ㅠㅠ 민주주의는 말뿐이니..	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	네 자국 개그맨이 호칭 안쓰면 죽일놈이지만 적국의 수장부터 요리사에게 먹는 온갖 쌍욕은 달게 받아들어야겠죠^^	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	이론은 평화 방법은 군대해체. 문재인의 망국행태...이 놈 빨리 체포해야 합니다.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	5천만 국민앞에 일자리 대통령 되겠다고 약속도 아니고 공약 내세우고, 청와대 들어가서 가장 먼저한게 일자리 현황판에서 사진 찍은건 이제 기억이나 하는겨? 이 양반 보자보자 하니까 진짜 몹쓸 사람이네	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	8천만 겨레 ㅋㅋㅋ 맛탱이갔네?...	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	우리 국민들이랑 한 약속부터 지켜주지ㅎㅎㅎㅎ	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	유료평화쑈하더니 욕이나 처먹고... 경제살린다더니 일자리만 파괴하고... 부동산잡는다더니 집값만 겁나 올려놓고... 위선수괴 개무능 문재앙은 하야하라!!!	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	박근혜는 북한 빡돌게 했는데도 너처럼 욕처먹진 않았다무슨 호구를 잡혀서. 질질 끌려다니는지 쩝	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	김정은 "문재인과 8천만 겨레앞 평화약속 돌릴 수 있어"	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	이건 뭐, 개콘을 보는것도 아니구,,, 문통은 제발,  바보같은소리, 멍청한소리, 그만 하고,  남은 기간동안 입다물고  찌그러져 있는게 차라리,,,,,	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	만약 도발하면 이젠 빼박으로 문통이 책임져야 한다. 다른사람탓하면 안되요.. 이렇게 국민이 밀어줬는데도발하면 안되지. 누군가 책임져야기.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	선거조작이랑 윤미향사건으로 위기 맞이한 문재인정권 북한이 위기감조성해서 도와주는거다 속지말자	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	ㅂㅅ ㅗ 부정선거 범 ㅗ	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	북한 시다바리 하다 국민들도 등꼴 빤진다ᆢ이 얼빠진 대통령님아~!!!	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	오늘도 대책없이 적어준대로 A4만 열심히 읽는구나 ㅉㅉㅉ	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	등신  셐키    나가   뒈져 !!!  왜사냐?   쪽팔리게....	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	북한은 비핵화 하나도 한 것 없다. 근데 한국은 줄곧 저자세에, 평화군사협정에, 재정지원에 도로까지 깔아주고. 이제와 보복하겠다는 소리까지 듣고 있다. 오!로!지! 문!재!인! 하나 때문에!!!	
